student_id,school_math,sex_math,age_math,address_type_math,family_size_math,parent_status_math,mother_education_math,father_education_math,mother_job_math,father_job_math,school_choice_reason_math,guardian_math,travel_time_math,study_time_math,class_failures_math,school_support_math,family_support_math,extra_paid_classes_math,activities_math,nursery_school_math,higher_ed_math,internet_access_math,romantic_relationship_math,family_relationship_math,free_time_math,social_math,weekday_alcohol_math,weekend_alcohol_math,health_math,absences_math,grade_1_math,grade_2_math,final_grade_math,school_por,sex_por,age_por,address_type_por,family_size_por,parent_status_por,mother_education_por,father_education_por,mother_job_por,father_job_por,school_choice_reason_por,guardian_por,travel_time_por,study_time_por,class_failures_por,school_support_por,family_support_por,extra_paid_classes_por,activities_por,nursery_school_por,higher_ed_por,internet_access_por,romantic_relationship_por,family_relationship_por,free_time_por,social_por,weekday_alcohol_por,weekend_alcohol_por,health_por,absences_por,grade_1_por,grade_2_por,final_grade_por
129,GP,M,18,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,<15 min.,<2 hours,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,7,4,0,GP,M,16,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15
130,GP,M,16,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13
131,GP,F,15,Rural,Greater than 3,Living together,secondary education,higher education,services,teacher,course,father,15 to 30 min.,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,12,0,0,GP,F,15,Rural,Greater than 3,Living together,secondary education,higher education,services,teacher,course,father,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12
132,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,reputation,mother,<15 min.,2 to 5 hours,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8
133,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,father,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12,GP,F,17,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),other,other,course,mother,30 min. to 1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11
134,GP,F,16,Urban,Greater than 3,Apart,secondary education,higher education,services,other,course,father,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13
135,GP,M,15,Rural,Greater than 3,Living together,secondary education,higher education,at_home,teacher,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,father,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12
136,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,services,at_home,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0,GP,F,16,Urban,Greater than 3,Apart,secondary education,higher education,services,other,course,father,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14
137,GP,M,17,Rural,Greater than 3,Living together,secondary education,higher education,at_home,other,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,>1 hour,<2 hours,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11
138,GP,F,16,Urban,Greater than 3,Apart,secondary education,secondary education,other,other,course,other,15 to 30 min.,<2 hours,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0,GP,F,16,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,<2 hours,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11
139,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),services,other,course,mother,<15 min.,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12,GP,M,15,Rural,Greater than 3,Living together,secondary education,higher education,at_home,teacher,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11
140,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,services,at_home,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15
141,GP,M,15,Urban,Greater than 3,Living together,higher education,secondary education,teacher,services,course,father,15 to 30 min.,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0,GP,M,17,Rural,Greater than 3,Living together,secondary education,higher education,at_home,other,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10
142,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,father,15 to 30 min.,<2 hours,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9,GP,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13
143,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,primary education (4th grade),services,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12
144,GP,F,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13,GP,F,18,Urban,Greater than 3,Apart,secondary education,5th to 9th grade,other,services,course,other,<15 min.,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11
145,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,<2 hours,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0,GP,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,reputation,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11
146,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,father,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11,GP,F,16,Urban,Greater than 3,Apart,secondary education,secondary education,other,other,course,other,15 to 30 min.,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10
147,GP,F,15,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,services,home,father,<15 min.,2 to 5 hours,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),services,other,course,mother,<15 min.,2 to 5 hours,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10
148,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14
149,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0,GP,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,mother,30 min. to 1 hour,<2 hours,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9
150,GP,M,15,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),services,other,course,mother,>1 hour,<2 hours,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10,GP,M,15,Urban,Greater than 3,Living together,higher education,secondary education,teacher,services,course,father,15 to 30 min.,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11
151,GP,M,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,mother,<15 min.,<2 hours,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0,GP,F,15,Urban,Greater than 3,Apart,secondary education,secondary education,services,services,home,mother,<15 min.,2 to 5 hours,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9
152,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,<15 min.,<2 hours,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,services,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13
153,GP,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,services,services,reputation,other,15 to 30 min.,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,father,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11
154,GP,M,19,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,at_home,home,mother,<15 min.,<2 hours,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13
155,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,other,teacher,course,mother,<15 min.,<2 hours,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,GP,F,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11
156,GP,M,15,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,course,mother,<15 min.,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6
157,GP,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,reputation,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12
158,GP,F,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,30 min. to 1 hour,<2 hours,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10,GP,F,15,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10
159,GP,M,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,30 min. to 1 hour,<2 hours,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15,GP,F,15,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,services,home,father,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11
160,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,course,father,<15 min.,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13
161,GP,M,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,15 to 30 min.,<2 hours,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,course,father,<15 min.,2 to 5 hours,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11
162,GP,M,15,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8
163,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,mother,15 to 30 min.,<2 hours,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0,GP,M,15,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),services,other,course,mother,>1 hour,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11
164,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,services,course,father,<15 min.,<2 hours,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10,GP,M,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,mother,<15 min.,<2 hours,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0
165,GP,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,mother,>1 hour,2 to 5 hours,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,<15 min.,<2 hours,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10
166,GP,M,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,services,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12,GP,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,services,services,reputation,other,15 to 30 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13
167,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,father,<15 min.,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,GP,M,19,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,at_home,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11
168,GP,F,16,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,services,home,father,<15 min.,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,other,teacher,course,mother,<15 min.,<2 hours,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13
169,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,GP,M,15,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,course,mother,<15 min.,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8
170,GP,F,16,Urban,Greater than 3,Living together,higher education,higher education,health,health,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,GP,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,reputation,mother,<15 min.,<2 hours,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10
171,GP,M,16,Urban,Greater than 3,Living together,secondary education,higher education,other,other,course,father,30 min. to 1 hour,<2 hours,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,GP,F,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,30 min. to 1 hour,<2 hours,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11
172,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),none,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,GP,M,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,30 min. to 1 hour,<2 hours,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11
173,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,course,father,<15 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1
174,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,services,home,mother,<15 min.,2 to 5 hours,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,health,services,course,mother,15 to 30 min.,<2 hours,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10
175,GP,F,16,Urban,Less than or equal to 3,Living together,secondary education,secondary education,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,GP,M,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,15 to 30 min.,<2 hours,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9
176,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,GP,M,17,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8
177,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,GP,M,15,Urban,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10
178,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,services,course,father,<15 min.,<2 hours,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8
179,GP,M,16,Rural,Greater than 3,Living together,higher education,5th to 9th grade,teacher,services,other,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,GP,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,mother,>1 hour,2 to 5 hours,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8
180,GP,M,17,Urban,Greater than 3,Living together,higher education,secondary education,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,GP,M,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,services,course,mother,15 to 30 min.,<2 hours,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8
181,GP,M,16,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,father,<15 min.,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11
182,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,services,other,home,mother,<15 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,GP,F,16,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,services,home,father,<15 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18
183,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,higher education,services,services,reputation,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13
184,GP,F,17,Urban,Less than or equal to 3,Living together,secondary education,secondary education,other,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,GP,F,16,Urban,Greater than 3,Living together,higher education,higher education,health,health,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17
185,GP,F,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,GP,M,16,Urban,Greater than 3,Living together,secondary education,higher education,other,other,course,father,30 min. to 1 hour,<2 hours,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10
186,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,other,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),none,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18
187,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,services,services,other,mother,<15 min.,<2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10
188,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,services,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13
189,GP,F,17,Urban,Greater than 3,Apart,secondary education,secondary education,health,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,GP,F,16,Urban,Less than or equal to 3,Living together,secondary education,secondary education,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15
190,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,home,mother,<15 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11
191,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,services,services,course,mother,<15 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14
192,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10
